Transaction,Items
0403384301,71022099 - Teat Cup Liners / Sleeves other
0403384301,81096101 - Clusters Rubber Liners
0403384302,40010201 - Fluid Acid CIP Detergent
0403384302,40030201 - Iodine Teat Dips
0403384302,71021099 - Filter Sleeves / Cotton Discs other
0403384303,40010201 - Fluid Acid CIP Detergent
0403384303,40030302 - CMT Fluid
0403384303,71021099 - Filter Sleeves / Cotton Discs other
0403384303,71025099 - Milking Accessories other
0403384303,"71027040 - Udder Balsam, Gel and Salves"
0403384303,81096101 - Clusters Rubber Liners
0403384305,40010201 - Fluid Acid CIP Detergent
0403384305,40010501 - Fluid Special CIP Products
0403384305,40030201 - Iodine Teat Dips
0403384305,71025099 - Milking Accessories other
0403384306,40010201 - Fluid Acid CIP Detergent
0403384306,40010501 - Fluid Special CIP Products
0403384306,40030203 - Iodine Barrier Teat Dips
0403384306,71021099 - Filter Sleeves / Cotton Discs other
0403384307,40030203 - Iodine Barrier Teat Dips
0403384307,40040201 - Bedding Powder
0403384307,40090109 - other Support Tools
0403384307,71011010 - Calf Feeders / Teats / Drinking Bottles
0403384307,71022099 - Teat Cup Liners / Sleeves other
0403384307,71025099 - Milking Accessories other
0403384307,"71027040 - Udder Balsam, Gel and Salves"
0403384308,40010201 - Fluid Acid CIP Detergent
0403384308,40010501 - Fluid Special CIP Products
0403384308,71025099 - Milking Accessories other
0403384308,71031020 - Muck and Slurry Pushers / Water Brooms
0403384309,40010201 - Fluid Acid CIP Detergent
0403384309,71022099 - Teat Cup Liners / Sleeves other
0403384310,40010201 - Fluid Acid CIP Detergent
0403384310,40030302 - CMT Fluid
0403384310,71021099 - Filter Sleeves / Cotton Discs other
0403384310,71025099 - Milking Accessories other
0403384310,81010109 - Milking System - AMS Multibox
0403384310,81096101 - Clusters Rubber Liners
0403384311,40010201 - Fluid Acid CIP Detergent
0403384311,71022099 - Teat Cup Liners / Sleeves other
0403384312,40010201 - Fluid Acid CIP Detergent
0403384312,40050404 - Non-Fluid Sanitizing Laundry Detergents
0403384312,71025099 - Milking Accessories other
0403384312,71064040 - Fetlock and Neck Marking Tapes
0403384312,80905002 - Global/unspecific Electro Switch/Control Element/S
0403384312,82030101 - ID Tags/Labels Collars and Accessories
0403384313,40010201 - Fluid Acid CIP Detergent
0403384313,40090109 - other Support Tools
0403384313,71021099 - Filter Sleeves / Cotton Discs other
0403384313,71025099 - Milking Accessories other
0403384314,40010201 - Fluid Acid CIP Detergent
0403384314,40010501 - Fluid Special CIP Products
0403384314,71021099 - Filter Sleeves / Cotton Discs other
0403384314,71025099 - Milking Accessories other
0403384315,40010201 - Fluid Acid CIP Detergent
0403384315,40030204 - Non-Iodine Teat Dips
0403384320,80020101 - Service Kits Milking Systems
0403384320,80020103 - Service Kits Vacuum Equipment
0403384320,80020104 - Service Kits Milk Handling
0403384320,"80020301 - Service-Kits, Cooling, Closed cooling systems"
0403384320,80906102 - Global/unspecific Rubber O-Rings
0403384320,81010109 - Milking System - AMS Multibox
0403384320,81059999 - Cleaning general/others
0403384339,80020101 - Service Kits Milking Systems
0403384339,80020106 - Service Kits Pulsation
0403384339,80906102 - Global/unspecific Rubber O-Rings
0403384339,81050102 - CIP Units Specific Parts
0403384339,81059999 - Cleaning general/others
0403384361,20050102 - Milking Control Units with or without Milk Meterin
0403384361,80020110 - Service Kits Herd Management
0403384361,80906101 - Global/unspecific Rubber Gaskets
0403384361,81010109 - Milking System - AMS Multibox
0403384361,81045001 - Milk Handling Float Switches
0403384361,81055101 - Cleaning Electronic Cards
0403384361,82056199 - Milking Management Rubber general/others
0403384361,82065101 - Feeding Eproms Software
0403384361,95010101 - Tools
0403384363,80020101 - Service Kits Milking Systems
0403384363,80020106 - Service Kits Pulsation
0403384363,80906102 - Global/unspecific Rubber O-Rings
0403384363,81050102 - CIP Units Specific Parts
0403384363,81059999 - Cleaning general/others
0403384367,80020101 - Service Kits Milking Systems
0403384367,80020103 - Service Kits Vacuum Equipment
0403384367,81059999 - Cleaning general/others
0403384486,10040502 - Accessories Milk Lines Stainless Steel  metric
0403384486,20050102 - Milking Control Units with or without Milk Meterin
0403384486,20050106 - Milk Samplers
0403384486,80020101 - Service Kits Milking Systems
0403384486,80020103 - Service Kits Vacuum Equipment
0403384486,80020104 - Service Kits Milk Handling
0403384486,80905002 - Global/unspecific Electro Switch/Control Element/S
0403384486,80905004 - Global/unspecific Electro Fuses / Breakers/Motor O
0403384486,80905020 - Global/unspecific Electro Sensors/Limit Switch/The
0403384486,80906102 - Global/unspecific Rubber O-Rings
0403384486,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403384486,80908099 - Global/unspecific Fixings/Fittings others
0403384486,81010104 - Milking System - Autorotor
0403384486,81010109 - Milking System - AMS Multibox
0403384486,81010120 - Milking System - DairyProQ - Rotary Parlour
0403384486,81045004 - Milk Handling Milk Pumps
0403384486,81049999 - Milk Handling general/others
0403384486,81055099 - Cleaning Electro general/others
0403384486,81060106 - Pulsation Electric
0403384486,81065199 - Pulsation Electronic general/others
0403384486,81079999 - Cluster Posit. general/others
0403384486,81085001 - Milk Control Units Control Valves
0403384486,81085101 - Milk Control Units
0403384486,81096001 - Clusters Silicone Liners
0403384486,81096101 - Clusters Rubber Liners
0403384486,81096103 - Clusters Rubber short Milk Tubes
0403384486,82025102 - Network Electronic DPNet-Network
0403384486,82025199 - Network Electronics Electronic Hardware others
0403384486,82030101 - ID Tags/Labels Collars and Accessories
0403384486,82030102 - ID Tags/Labels Leg Bands and Accessories
0403384486,82050103 - Milking Management Metering Box / Valves
0403384486,82065199 - Feeding Electronic Parts others
0403384486,82068001 - Feeding Attachment Parts for Cows in Parlours/Rota
0403384486,85900002 - Parts for Automatic feeding free stall
0403384486,95010101 - Tools
0403384598,30010110 - Tcool Ø 3000
0403384634,10010898 - Milking Parlour Accessories
0403384634,10010899 - Milking Parlour Accessories others
0403384634,10019898 - Milking Parlour Frames diverse attachment parts
0403384634,10030804 - Vacuum Distribution System Accessories
0403384634,10050201 - CIP Units for Cows
0403384634,10060101 - Pulsators (electric) with Stimulation
0403384634,10080106 - Milking Control Units DeMax for Milking Parlours w
0403384634,10080301 - Tack-Off Cylinder
0403384634,10091101 - IQ
0403384634,10999999 - Global/unspecific others
0403384634,20020299 - Electronic Hardware DPNET
0403384634,20050102 - Milking Control Units with or without Milk Meterin
0403384634,20050104 - Milk Metering with accessories
0403384634,81010104 - Milking System - Autorotor
0403384634,81048001 - Milk Handling Fixing/Fitting Milk Line Connection
0403384634,81088099 - Milk Control Units Fixing/Fitting general/others
0403384634,81090102 - Clusters Shells
0403384634,81096001 - Clusters Silicone Liners
0403384634,81096002 - Clusters Silicone long Milk Tubes
0403384634,81096105 - Clusters Rubber short Vacuum Tubes
0403384634,81096203 - Clusters PVC long Vacuum Tubes
0403384634,82055001 - Milking Management Automatic Change Over Milking/C
0403384712,80906102 - Global/unspecific Rubber O-Rings
0403384765,80016299 - Compressed Air PVC/Plastic Parts general/others
0403384765,80020101 - Service Kits Milking Systems
0403384765,80905020 - Global/unspecific Electro Sensors/Limit Switch/The
0403384765,81010109 - Milking System - AMS Multibox
0403384765,81046099 - Milk Handling Silicon general/others
0403384765,81080101 - Milk Control Units Cylinder
0403384765,81096002 - Clusters Silicone long Milk Tubes
0403384765,81096101 - Clusters Rubber Liners
0403384765,"82055002 - Milking Management Sensor KickOff (VisoFlow, Metat"
0403384765,82068001 - Feeding Attachment Parts for Cows in Parlours/Rota
0403384766,20060102 - Free Stall Feeders Cows
0403385283,85800102 - Parts for Cow brushes electrical
0403385344,20030201 - Activity Sensor
0403385344,70040201 - Working Clothes
0403385344,82030101 - ID Tags/Labels Collars and Accessories
0403385462,85300101 - Parts for Selflocking feedfences largestock
0403385462,85600106 - Parts for Selfdriving slurry-scrapers
0403385462,85600108 - Parts for ropes/chains/cable
0403385492,81055099 - Cleaning Electro general/others
0403385524,80020106 - Service Kits Pulsation
0403385533,85109999 - Parts for Cubical Divisions (other)
0403385548,81010109 - Milking System - AMS Multibox
0403385563,80906199 - global/unspececific Rubber Parts others
0403385567,82050103 - Milking Management Metering Box / Valves
0403385573,40030201 - Iodine Teat Dips
0403385573,40030203 - Iodine Barrier Teat Dips
0403385573,40030301 - Teat Sealing
0403385587,83010299 - Milk Outlet Equipment
0403385587,83055003 - Peristaltic Pumps
0403385588,82059999 - Milking Management general/others
0403385590,81059999 - Cleaning general/others
0403385594,85900002 - Parts for Automatic feeding free stall
0403385596,"85900003 - Parts for Feeding mixing, storage and transport eq"
0403385597,80905001 - Global/unspecific Electro Relays
0403385598,"20050107 - Kick-Off Sensor complete (VisoFlow, Metatron MB)"
0403385599,82056199 - Milking Management Rubber general/others
0403385600,81045001 - Milk Handling Float Switches
0403385602,82056199 - Milking Management Rubber general/others
0403385604,85900002 - Parts for Automatic feeding free stall
0403385604,"85900003 - Parts for Feeding mixing, storage and transport eq"
0403385605,82025101 - Network Electronics VC3-Network
0403385605,82050103 - Milking Management Metering Box / Valves
0403386163,80905014 - Global/unspecific Electro Power Supply/Charger/Tra
0403386173,81085001 - Milk Control Units Control Valves
0403386174,81049999 - Milk Handling general/others
0403386175,40010501 - Fluid Special CIP Products
0403386177,80010106 - Compressed Air Compressors
0403386177,80020106 - Service Kits Pulsation
0403386177,81039999 - Vacuum Technology general/others
0403386178,40010501 - Fluid Special CIP Products
0403386179,80020106 - Service Kits Pulsation
0403386179,81096002 - Clusters Silicone long Milk Tubes
0403386180,80010102 - Compressed Air Filters
0403386180,80020103 - Service Kits Vacuum Equipment
0403386180,80020106 - Service Kits Pulsation
0403386182,40010501 - Fluid Special CIP Products
0403386183,40010501 - Fluid Special CIP Products
0403386184,71025099 - Milking Accessories other
0403386184,80010102 - Compressed Air Filters
0403386184,80020103 - Service Kits Vacuum Equipment
0403386184,80905007 - Global/unspecific Electronic Parts Installation Ma
0403386184,81030102 - Vacuum Technology Oilers
0403386184,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403386185,80020103 - Service Kits Vacuum Equipment
0403386185,81039999 - Vacuum Technology general/others
0403386185,82056199 - Milking Management Rubber general/others
0403386186,81080101 - Milk Control Units Cylinder
0403386187,82065101 - Feeding Eproms Software
0403386188,80020104 - Service Kits Milk Handling
0403386188,81046199 - Milk Handling Rubber general/others
0403386190,80020104 - Service Kits Milk Handling
0403386191,80020104 - Service Kits Milk Handling
0403386191,81049999 - Milk Handling general/others
0403386196,30019999 - Cooling Tanks other versions
0403386375,81010120 - Milking System - DairyProQ - Rotary Parlour
0403386379,30010109 - Tcool Ø 2250
0403386395,80010103 - Compressed Air Regulators
0403386395,80019999 - Compressed Air general/others
0403386395,81010109 - Milking System - AMS Multibox
0403386395,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403386395,83048099 - Agitation Fitting / Fixing Parts
0403386395,83055003 - Peristaltic Pumps
0403386406,71064040 - Fetlock and Neck Marking Tapes
0403386406,71081060 - Other Poultry Accessories
0403386406,82030101 - ID Tags/Labels Collars and Accessories
0403386409,80020105 - Service Kits Sanitation
0403386409,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403386420,10070101 - Cluster Positioning for Cows
0403386420,10080201 - Milk Flow Indicator
0403386420,80020101 - Service Kits Milking Systems
0403386420,80020103 - Service Kits Vacuum Equipment
0403386420,80020104 - Service Kits Milk Handling
0403386420,80020106 - Service Kits Pulsation
0403386420,80020110 - Service Kits Herd Management
0403386420,"80020301 - Service-Kits, Cooling, Closed cooling systems"
0403386420,80905008 - Global/unspecific Electro Cables
0403386420,80906199 - global/unspececific Rubber Parts others
0403386420,81010103 - Milking System - Side Opening
0403386420,81010109 - Milking System - AMS Multibox
0403386420,81019999 - Milking System general/others
0403386420,81045003 - Milk Handling Automatic Drain Valves
0403386420,81045005 - Milk Handling Milk Pump Motors
0403386420,81079999 - Cluster Posit. general/others
0403386420,81096101 - Clusters Rubber Liners
0403386420,81096103 - Clusters Rubber short Milk Tubes
0403386420,82050103 - Milking Management Metering Box / Valves
0403386420,82055101 - Milking Management Control Units
0403386472,10040201 - Milk Filter
0403386472,81090102 - Clusters Shells
0403386472,81096001 - Clusters Silicone Liners
0403386472,81096101 - Clusters Rubber Liners
0403386490,81050101 - Cleaning Detergent Containers
0403386490,81059999 - Cleaning general/others
0403386494,71025099 - Milking Accessories other
0403386499,20020299 - Electronic Hardware DPNET
0403386499,81096002 - Clusters Silicone long Milk Tubes
0403386506,85900002 - Parts for Automatic feeding free stall
0403386510,20030201 - Activity Sensor
0403386510,82030101 - ID Tags/Labels Collars and Accessories
0403386536,10080201 - Milk Flow Indicator
0403386536,81039999 - Vacuum Technology general/others
0403386541,20020299 - Electronic Hardware DPNET
0403386557,81090101 - Clusters Claws
0403386562,81096001 - Clusters Silicone Liners
0403386612,"71027040 - Udder Balsam, Gel and Salves"
0403386617,80905002 - Global/unspecific Electro Switch/Control Element/S
0403386617,81090101 - Clusters Claws
0403386617,82055102 - Milking Management Controls
0403386650,80020103 - Service Kits Vacuum Equipment
0403386650,80020104 - Service Kits Milk Handling
0403386650,80020110 - Service Kits Herd Management
0403386650,81096001 - Clusters Silicone Liners
0403386650,81096002 - Clusters Silicone long Milk Tubes
0403386650,81096103 - Clusters Rubber short Milk Tubes
0403386651,80020103 - Service Kits Vacuum Equipment
0403386651,80020104 - Service Kits Milk Handling
0403386651,80020106 - Service Kits Pulsation
0403386651,81050103 - Air Injector Specific Parts
0403386651,81096104 - Clusters Rubber long Vacuum Tubes
0403386656,80020104 - Service Kits Milk Handling
0403386659,81080101 - Milk Control Units Cylinder
0403386660,80010102 - Compressed Air Filters
0403386660,80020103 - Service Kits Vacuum Equipment
0403386660,80020106 - Service Kits Pulsation
0403386660,81030102 - Vacuum Technology Oilers
0403386660,81045004 - Milk Handling Milk Pumps
0403386660,81050103 - Air Injector Specific Parts
0403386661,81050103 - Air Injector Specific Parts
0403386664,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403386665,80020105 - Service Kits Sanitation
0403386665,81096002 - Clusters Silicone long Milk Tubes
0403386666,80020104 - Service Kits Milk Handling
0403386669,80010102 - Compressed Air Filters
0403386669,80020103 - Service Kits Vacuum Equipment
0403386669,81030102 - Vacuum Technology Oilers
0403386669,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403386669,81040104 - Milk Handling Non Return Valves
0403386669,81045004 - Milk Handling Milk Pumps
0403386669,81050103 - Air Injector Specific Parts
0403386669,81056099 - Cleaning Silicon general/others
0403386669,81096105 - Clusters Rubber short Vacuum Tubes
0403386685,80020106 - Service Kits Pulsation
0403386685,80020110 - Service Kits Herd Management
0403386685,80906102 - Global/unspecific Rubber O-Rings
0403386685,80906199 - global/unspececific Rubber Parts others
0403386685,80906299 - Global/unspecific Plastic Parts others
0403386685,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403386685,81010104 - Milking System - Autorotor
0403386685,81010109 - Milking System - AMS Multibox
0403386685,81039999 - Vacuum Technology general/others
0403386685,81046101 - Milk Handling Rubber O-Rings
0403386685,81046199 - Milk Handling Rubber general/others
0403386685,81050103 - Air Injector Specific Parts
0403386685,81056099 - Cleaning Silicon general/others
0403386685,81060106 - Pulsation Electric
0403386685,81096105 - Clusters Rubber short Vacuum Tubes
0403386685,82030101 - ID Tags/Labels Collars and Accessories
0403386685,82030102 - ID Tags/Labels Leg Bands and Accessories
0403386685,82050103 - Milking Management Metering Box / Valves
0403386685,83055001 - Wash Pumps
0403386690,81010109 - Milking System - AMS Multibox
0403386776,80020105 - Service Kits Sanitation
0403386776,80906103 - Global/unspecific Rubber Diaphrams
0403386776,81010101 - Milking System - Traditional
0403386776,81040104 - Milk Handling Non Return Valves
0403386776,81045001 - Milk Handling Float Switches
0403386776,81045004 - Milk Handling Milk Pumps
0403386776,81060106 - Pulsation Electric
0403386776,81079999 - Cluster Posit. general/others
0403386776,81080101 - Milk Control Units Cylinder
0403386776,81096101 - Clusters Rubber Liners
0403387567,81096001 - Clusters Silicone Liners
0403387567,81096101 - Clusters Rubber Liners
0403387641,80016299 - Compressed Air PVC/Plastic Parts general/others
0403387641,82068001 - Feeding Attachment Parts for Cows in Parlours/Rota
0403387685,81096101 - Clusters Rubber Liners
0403387762,81096099 - Clusters Silicon Parts general/others
0403387924,89109010 - Services Product accompaying  Services - common - 
0403387925,20030101 - Identification (Responder) complete
0403387926,80905099 - Global/unspecific Electro others
0403387927,20070199 - Other Selection for Cows
0403387927,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403387928,81096002 - Clusters Silicone long Milk Tubes
0403387928,81096101 - Clusters Rubber Liners
0403387929,40999999 - Global/unspecific others
0403387929,89109010 - Services Product accompaying  Services - common - 
0403387930,81096101 - Clusters Rubber Liners
0403387932,71025099 - Milking Accessories other
0403387932,81096001 - Clusters Silicone Liners
0403387933,20030101 - Identification (Responder) complete
0403387933,71064040 - Fetlock and Neck Marking Tapes
0403387977,85900002 - Parts for Automatic feeding free stall
0403388044,10012098 - DairyProQ - Rotary Parlour -  Accessories
0403388044,80020101 - Service Kits Milking Systems
0403388044,81010109 - Milking System - AMS Multibox
0403388044,81010120 - Milking System - DairyProQ - Rotary Parlour
0403388044,81019999 - Milking System general/others
0403388044,83025002 - Fan Motors and Accessories
0403388750,80019999 - Compressed Air general/others
0403388750,80020110 - Service Kits Herd Management
0403388750,81010109 - Milking System - AMS Multibox
0403388750,81019999 - Milking System general/others
0403388760,80020101 - Service Kits Milking Systems
0403388760,80020106 - Service Kits Pulsation
0403388760,81036199 - Vacuum Technology Rubber general/others
0403388760,81046102 - Milk Handling Rubber Inlet Elbows
0403388760,81046199 - Milk Handling Rubber general/others
0403388760,81096101 - Clusters Rubber Liners
0403388760,82059999 - Milking Management general/others
0403388783,40010201 - Fluid Acid CIP Detergent
0403388783,40030302 - CMT Fluid
0403388783,71021099 - Filter Sleeves / Cotton Discs other
0403388783,71025099 - Milking Accessories other
0403388784,40010201 - Fluid Acid CIP Detergent
0403388784,71022099 - Teat Cup Liners / Sleeves other
0403388785,40010201 - Fluid Acid CIP Detergent
0403388785,71022099 - Teat Cup Liners / Sleeves other
0403388785,71026099 - Milking Aprons and Gloves other
0403388785,80906201 - Global/unspecific Parts PVC Hoses
0403388786,40010201 - Fluid Acid CIP Detergent
0403388786,40030201 - Iodine Teat Dips
0403388786,71021099 - Filter Sleeves / Cotton Discs other
0403388786,71025099 - Milking Accessories other
0403388786,"71027040 - Udder Balsam, Gel and Salves"
0403388787,40010201 - Fluid Acid CIP Detergent
0403388787,71022099 - Teat Cup Liners / Sleeves other
0403388787,71025099 - Milking Accessories other
0403388788,40010201 - Fluid Acid CIP Detergent
0403388788,71022099 - Teat Cup Liners / Sleeves other
0403388788,71026099 - Milking Aprons and Gloves other
0403388788,71064040 - Fetlock and Neck Marking Tapes
0403388789,40010201 - Fluid Acid CIP Detergent
0403388789,40010501 - Fluid Special CIP Products
0403388789,40030201 - Iodine Teat Dips
0403388789,71022099 - Teat Cup Liners / Sleeves other
0403388789,81046101 - Milk Handling Rubber O-Rings
0403388790,40010201 - Fluid Acid CIP Detergent
0403388790,81096101 - Clusters Rubber Liners
0403388791,40010201 - Fluid Acid CIP Detergent
0403388791,40030203 - Iodine Barrier Teat Dips
0403388791,71025099 - Milking Accessories other
0403388791,71026099 - Milking Aprons and Gloves other
0403388792,71021099 - Filter Sleeves / Cotton Discs other
0403388792,71025099 - Milking Accessories other
0403388793,40030204 - Non-Iodine Teat Dips
0403388793,71031010 - Brooms
0403388793,81096101 - Clusters Rubber Liners
0403388794,40030102 - Non-Iodine Udder Washes
0403388794,71025099 - Milking Accessories other
0403388794,81060106 - Pulsation Electric
0403388795,40010201 - Fluid Acid CIP Detergent
0403388795,71022099 - Teat Cup Liners / Sleeves other
0403388795,"71027040 - Udder Balsam, Gel and Salves"
0403388795,81046101 - Milk Handling Rubber O-Rings
0403388796,40030203 - Iodine Barrier Teat Dips
0403388796,40030204 - Non-Iodine Teat Dips
0403388796,71021099 - Filter Sleeves / Cotton Discs other
0403388796,71025099 - Milking Accessories other
0403388796,71027020 - Udder Treatment / Milk Testing
0403388796,"71027040 - Udder Balsam, Gel and Salves"
0403388797,40010201 - Fluid Acid CIP Detergent
0403388797,40030203 - Iodine Barrier Teat Dips
0403388797,71022099 - Teat Cup Liners / Sleeves other
0403388797,71041030 - Biological
0403388798,81096105 - Clusters Rubber short Vacuum Tubes
0403388799,71021099 - Filter Sleeves / Cotton Discs other
0403388799,71022099 - Teat Cup Liners / Sleeves other
0403388800,71015020 - Taming Equipment
0403388800,71022099 - Teat Cup Liners / Sleeves other
0403388801,40010201 - Fluid Acid CIP Detergent
0403388801,40030204 - Non-Iodine Teat Dips
0403388801,40030301 - Teat Sealing
0403388801,40040201 - Bedding Powder
0403388801,71015020 - Taming Equipment
0403388801,71022099 - Teat Cup Liners / Sleeves other
0403388801,71025099 - Milking Accessories other
0403388801,71031020 - Muck and Slurry Pushers / Water Brooms
0403388801,80905007 - Global/unspecific Electronic Parts Installation Ma
0403388802,40010201 - Fluid Acid CIP Detergent
0403388802,40030203 - Iodine Barrier Teat Dips
0403388802,71022099 - Teat Cup Liners / Sleeves other
0403388803,40010201 - Fluid Acid CIP Detergent
0403388803,40050101 - Fluid Hand Soap
0403388803,71021099 - Filter Sleeves / Cotton Discs other
0403388803,71025099 - Milking Accessories other
0403388804,71022099 - Teat Cup Liners / Sleeves other
0403388804,71025099 - Milking Accessories other
0403388805,40010201 - Fluid Acid CIP Detergent
0403388805,71021099 - Filter Sleeves / Cotton Discs other
0403388805,71026099 - Milking Aprons and Gloves other
0403388806,40010201 - Fluid Acid CIP Detergent
0403388807,40010501 - Fluid Special CIP Products
0403388807,40030203 - Iodine Barrier Teat Dips
0403388807,71022099 - Teat Cup Liners / Sleeves other
0403388807,71025099 - Milking Accessories other
0403388808,40010201 - Fluid Acid CIP Detergent
0403388808,40030203 - Iodine Barrier Teat Dips
0403388808,71022099 - Teat Cup Liners / Sleeves other
0403388808,71025099 - Milking Accessories other
0403388809,40010201 - Fluid Acid CIP Detergent
0403388809,71025099 - Milking Accessories other
0403388810,40010201 - Fluid Acid CIP Detergent
0403388810,71021099 - Filter Sleeves / Cotton Discs other
0403388810,71026099 - Milking Aprons and Gloves other
0403388811,40010201 - Fluid Acid CIP Detergent
0403388811,71022099 - Teat Cup Liners / Sleeves other
0403388812,40010201 - Fluid Acid CIP Detergent
0403388812,"71027040 - Udder Balsam, Gel and Salves"
0403388812,80905007 - Global/unspecific Electronic Parts Installation Ma
0403388812,81096101 - Clusters Rubber Liners
0403388813,40010201 - Fluid Acid CIP Detergent
0403388813,71022099 - Teat Cup Liners / Sleeves other
0403388814,40010201 - Fluid Acid CIP Detergent
0403388814,40030204 - Non-Iodine Teat Dips
0403388814,71022099 - Teat Cup Liners / Sleeves other
0403388814,71026099 - Milking Aprons and Gloves other
0403388815,40010501 - Fluid Special CIP Products
0403388815,71021099 - Filter Sleeves / Cotton Discs other
0403388815,71025099 - Milking Accessories other
0403388815,81096103 - Clusters Rubber short Milk Tubes
0403388816,40030203 - Iodine Barrier Teat Dips
0403388816,71021099 - Filter Sleeves / Cotton Discs other
0403388954,83010299 - Milk Outlet Equipment
0403389169,20050104 - Milk Metering with accessories
0403389169,80020105 - Service Kits Sanitation
0403389169,81010109 - Milking System - AMS Multibox
0403389169,82055101 - Milking Management Control Units
0403389169,82068004 - Feeding Attachment Parts Calf Feeders (Control and
0403389170,20030101 - Identification (Responder) complete
0403389170,20030201 - Activity Sensor
0403389170,20050104 - Milk Metering with accessories
0403389170,80015099 - Compressed Air Electro general/general/others
0403389170,80020105 - Service Kits Sanitation
0403389170,81010109 - Milking System - AMS Multibox
0403389170,81056199 - Cleaning Rubber general/others
0403389170,81096101 - Clusters Rubber Liners
0403389170,81096103 - Clusters Rubber short Milk Tubes
0403389170,81096105 - Clusters Rubber short Vacuum Tubes
0403389170,82030102 - ID Tags/Labels Leg Bands and Accessories
0403389170,82065101 - Feeding Eproms Software
0403389170,82068004 - Feeding Attachment Parts Calf Feeders (Control and
0403389170,82068005 - Feeding Optional Attachment Parts for Calf Feeders
0403389268,81010101 - Milking System - Traditional
0403389272,10010503 - Mione
0403389992,85600108 - Parts for ropes/chains/cable
0403389996,80010102 - Compressed Air Filters
0403389996,81030104 - Vacuum Technology Regulator Parts
0403390025,80020103 - Service Kits Vacuum Equipment
0403390025,80020104 - Service Kits Milk Handling
0403390025,80904001 - Cylinders/Actuators
0403390025,80906102 - Global/unspecific Rubber O-Rings
0403390025,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403390025,81010104 - Milking System - Autorotor
0403390025,81049999 - Milk Handling general/others
0403390025,81050102 - CIP Units Specific Parts
0403390025,81090101 - Clusters Claws
0403390025,81096101 - Clusters Rubber Liners
0403390025,82050104 - Milking Management Sampler Metatron
0403390064,81010109 - Milking System - AMS Multibox
0403390064,81079999 - Cluster Posit. general/others
0403390064,81090103 - Clusters Sight Glasses
0403390064,81096101 - Clusters Rubber Liners
0403390064,81099999 - Clusters general/others
0403390064,83999999 - Cooling Parts general/others
0403390121,40010201 - Fluid Acid CIP Detergent
0403390121,71021099 - Filter Sleeves / Cotton Discs other
0403390121,71025099 - Milking Accessories other
0403390122,40010201 - Fluid Acid CIP Detergent
0403390122,40050404 - Non-Fluid Sanitizing Laundry Detergents
0403390122,71021099 - Filter Sleeves / Cotton Discs other
0403390122,71025099 - Milking Accessories other
0403390122,71026099 - Milking Aprons and Gloves other
0403390122,71033099 - Boots other
0403390122,81096203 - Clusters PVC long Vacuum Tubes
0403390124,40050101 - Fluid Hand Soap
0403390124,71022099 - Teat Cup Liners / Sleeves other
0403390124,71041030 - Biological
0403390125,40010201 - Fluid Acid CIP Detergent
0403390125,40030302 - CMT Fluid
0403390125,71021099 - Filter Sleeves / Cotton Discs other
0403390125,81096101 - Clusters Rubber Liners
0403390126,40010201 - Fluid Acid CIP Detergent
0403390126,40030302 - CMT Fluid
0403390126,71021099 - Filter Sleeves / Cotton Discs other
0403390126,71025099 - Milking Accessories other
0403390126,81096101 - Clusters Rubber Liners
0403390127,40020501 - Fluid Special Manual Products
0403390127,40030102 - Non-Iodine Udder Washes
0403390127,40030201 - Iodine Teat Dips
0403390127,71022099 - Teat Cup Liners / Sleeves other
0403390127,80905002 - Global/unspecific Electro Switch/Control Element/S
0403390128,10999999 - Global/unspecific others
0403390128,71021099 - Filter Sleeves / Cotton Discs other
0403390128,71025099 - Milking Accessories other
0403390128,80905002 - Global/unspecific Electro Switch/Control Element/S
0403390129,40010201 - Fluid Acid CIP Detergent
0403390129,40030302 - CMT Fluid
0403390129,71025099 - Milking Accessories other
0403390129,81010109 - Milking System - AMS Multibox
0403390129,81096101 - Clusters Rubber Liners
0403390130,40010201 - Fluid Acid CIP Detergent
0403390130,40010501 - Fluid Special CIP Products
0403390130,71021099 - Filter Sleeves / Cotton Discs other
0403390130,71025099 - Milking Accessories other
0403390130,71033099 - Boots other
0403390131,40010201 - Fluid Acid CIP Detergent
0403390139,10010503 - Mione
0403390139,10040402 - Pipe Stainless Steel metric
0403390139,10040502 - Accessories Milk Lines Stainless Steel  metric
0403390139,10091102 - Classic 300
0403390139,10999999 - Global/unspecific others
0403390139,80015099 - Compressed Air Electro general/general/others
0403390139,80020101 - Service Kits Milking Systems
0403390139,80020103 - Service Kits Vacuum Equipment
0403390139,80020104 - Service Kits Milk Handling
0403390139,80020105 - Service Kits Sanitation
0403390139,80020106 - Service Kits Pulsation
0403390139,80020109 - Service Kits Milking Units
0403390139,80020110 - Service Kits Herd Management
0403390139,80905004 - Global/unspecific Electro Fuses / Breakers/Motor O
0403390139,80905020 - Global/unspecific Electro Sensors/Limit Switch/The
